,Unnamed: 0,ID,arrival_club,arrival_league,player_name,age,position,transfer_price,year_1,year_2,origin_club,origin_league,grouping_position,arrival_club_tier,origin_club_tier,age_grouping_1,age_grouping_2,transfer_price_group1,transfer_price_group2,nationality,pot_fifa,ovr_fifa,height,overall_app,overall_gls,potential_fifa,overall_fifa,new_height,appearances,goals,N
5996,5996,1283,West Ham United,Premier League,Albian Ajeti,22,Centre Forward,7.83,2019,After2016,FC Basel,Other,F,Tier_1,Tier_4,U25,Under23,10Mto5M,20Mto5M,Switzerland,79.0,69.0,6.0024,152.0,65.0,75to84,65to74,6to6.5,150to300,50to100,EU
6002,6002,256,FC Schalke 04,1 Bundesliga,Breel Embolo,19,Centre Forward,23.85,2016,After2016,FC Basel,Other,F,Tier_2,Tier_4,U21,Under23,40Mto10M,60Mto20M,Switzerland,78.12781955,70.90105720000001,6.0352,61.0,21.0,75to84,65to74,6to6.5,50to150,20to50,EU
6003,6003,1058,Borussia Mönchengladbach,1 Bundesliga,Breel Embolo,22,Centre Forward,9.0,2019,After2016,FC Schalke 04,1 Bundesliga,F,Tier_2,Tier_2,U25,Under23,10Mto5M,20Mto5M,Switzerland,85.0,76.0,6.0352,109.0,31.0,85above,75to84,6to6.5,50to150,20to50,EU
6009,6009,1743,West Ham United,Premier League,Edimilson Fernandes,20,Central Midfield,5.76,2016,After2016,FC Sion,Other,M,Tier_1,Tier_4,U21,Under23,10Mto5M,20Mto5M,Switzerland,80.0,59.0,6.232,48.0,2.0,75to84,below65,6to6.5,below50,below20,EU
6010,6010,1496,1.FSV Mainz 05,1 Bundesliga,Edimilson Fernandes,23,Central Midfield,6.75,2019,After2016,West Ham United,Premier League,M,Tier_2,Tier_1,U25,Under23,10Mto5M,20Mto5M,Switzerland,79.0,71.0,6.232,90.0,2.0,75to84,65to74,6to6.5,50to150,below20,EU
6012,6012,1758,Stoke City,Premier League,Moritz Bauer,25,Right Back,5.58,2017,After2016,Rubin Kazan,Other,D,Tier_2,Tier_2,U25,Under30,10Mto5M,20Mto5M,Switzerland,75.0,60.0,5.9368,136.1753754,20.22582583,75to84,below65,6to6.5,50to150,20to50,EU
6014,6014,371,Borussia Dortmund,1 Bundesliga,Manuel Akanji,22,Centre Back,19.35,2017,After2016,FC Basel,Other,D,Tier_1,Tier_4,U25,Under23,40Mto10M,20Mto5M,Switzerland,80.0,53.0,6.1008,136.1753754,20.22582583,75to84,below65,6to6.5,50to150,20to50,EU
6016,6016,853,Borussia Mönchengladbach,1 Bundesliga,Denis Zakaria,20,Defensive Midfield,10.8,2017,After2016,BSC Young Boys,Other,M,Tier_2,Tier_4,U21,Under23,40Mto10M,20Mto5M,Switzerland,86.0,60.0,6.1992,56.0,4.0,85above,below65,6to6.5,50to150,below20,EU
6022,6022,1206,Eintracht Frankfurt,1 Bundesliga,Djibril Sow,22,Central Midfield,8.1,2019,After2016,BSC Young Boys,Other,M,Tier_2,Tier_4,U25,Under23,10Mto5M,20Mto5M,Switzerland,81.0,67.0,6.0352,88.0,11.0,75to84,65to74,6to6.5,50to150,below20,EU
6025,6025,226,Manchester City,Premier League,Emmanuel Adebayor,25,Centre Forward,26.1,2009,Before2016,Arsenal FC,Premier League,F,Tier_1,Tier_1,U25,Under30,40Mto10M,60Mto20M,Togo,87.0,78.0,6.2648,226.0,79.0,85above,75to84,6to6.5,150to300,50to100,AF
6026,6026,1742,Tottenham Hotspur,Premier League,Emmanuel Adebayor,28,Centre Forward,5.76,2012,Before2016,Manchester City,Premier League,F,Tier_1,Tier_1,U30,Under30,10Mto5M,20Mto5M,Togo,84.0,83.0,6.2648,260.0,94.0,75to84,75to84,6to6.5,150to300,50to100,AF
6040,6040,1299,TSG 1899 Hoffenheim,1 Bundesliga,Ihlas Bebou,25,Right Winger,7.65,2019,After2016,Hannover 96,1 Bundesliga,F,Tier_2,Tier_3,U25,Under30,10Mto5M,20Mto5M,Togo,80.0,76.0,6.0024,130.0,25.0,75to84,75to84,6to6.5,50to150,20to50,AF
6042,6042,1149,Stoke City,Premier League,Kenwyne Jones,25,Centre Forward,8.73,2010,Before2016,Sunderland AFC,Premier League,F,Tier_2,Tier_2,U25,Under30,10Mto5M,20Mto5M,Trinidad & Tobago,81.0,77.0,6.165088,227.0,94.0,75to84,75to84,6to6.5,150to300,50to100,N_A
6050,6050,1615,Leicester City,Premier League,Yohan Benalouane,28,Centre Back,6.3,2015,Before2016,Atalanta BC,Serie A,D,Tier_1,Tier_2,U30,Under30,10Mto5M,20Mto5M,Tunisia,77.0,71.0,6.068,163.0,4.0,75to84,65to74,6to6.5,150to300,below20,AF
6053,6053,784,AS Monaco,Ligue 1,Aymen Abdennour,24,Centre Back,11.7,2014,Before2016,FC Toulouse,Ligue 1,D,Tier_1,Tier_3,U25,Under30,40Mto10M,20Mto5M,Tunisia,85.0,78.0,6.1664,116.0,8.0,85above,75to84,6to6.5,50to150,below20,AF
6054,6054,359,Valencia CF,Primera Division,Aymen Abdennour,26,Centre Back,19.8,2015,Before2016,AS Monaco,Ligue 1,D,Tier_1,Tier_1,U30,Under30,40Mto10M,20Mto5M,Tunisia,80.0,81.0,6.1664,140.0,8.0,75to84,75to84,6to6.5,50to150,below20,AF
6059,6059,928,Sunderland AFC,Premier League,Wahbi Khazri,24,Attacking Midfield,10.62,2015,Before2016,FC Girondins Bordeaux,Ligue 1,M,Tier_2,Tier_2,U25,Under30,40Mto10M,20Mto5M,Tunisia,81.0,75.0,5.9696,136.1753754,20.22582583,75to84,75to84,6to6.5,50to150,20to50,AF
6060,6060,1595,AS Saint-Étienne,Ligue 1,Wahbi Khazri,27,Attacking Midfield,6.3,2018,After2016,Sunderland AFC,Premier League,M,Tier_2,Tier_2,U30,Under30,10Mto5M,20Mto5M,Tunisia,78.0,79.0,5.9696,261.0,48.0,75to84,75to84,6to6.5,150to300,20to50,AF
6069,6069,1783,1. FC Köln,1 Bundesliga,Ellyes Skhiri,24,Defensive Midfield,5.4,2019,After2016,HSC Montpellier,Ligue 1,M,Tier_3,Tier_3,U25,Under30,10Mto5M,20Mto5M,Tunisia,81.0,75.0,6.068,180.0,13.0,75to84,75to84,6to6.5,150to300,below20,AF
6071,6071,1927,Stoke City,Premier League,Tuncay Sanli,27,Left Winger,5.13,2009,Before2016,Middlesbrough FC,Premier League,F,Tier_2,Tier_3,U30,Under30,10Mto5M,20Mto5M,Turkey,78.12781955,70.90105720000001,5.9696,290.0,109.0,75to84,65to74,6to6.5,150to300,100above,AS
6073,6073,1303,Paris Saint-Germain,Ligue 1,Mevlüt Erdinc,22,Centre Forward,7.65,2009,Before2016,FC Sochaux-Montbéliard,Ligue 1,F,Tier_1,Tier_3,U25,Under23,10Mto5M,20Mto5M,Turkey,78.12781955,70.90105720000001,5.9368,79.0,24.0,75to84,65to74,6to6.5,50to150,20to50,AS
6074,6074,1687,Stade Rennais FC,Ligue 1,Mevlüt Erdinc,24,Centre Forward,5.94,2011,Before2016,Paris Saint-Germain,Ligue 1,F,Tier_2,Tier_1,U25,Under30,10Mto5M,20Mto5M,Turkey,78.12781955,70.90105720000001,5.9368,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,AS
6079,6079,1110,Real Madrid,Primera Division,Nuri Sahin,22,Defensive Midfield,9.0,2011,Before2016,Borussia Dortmund,1 Bundesliga,M,Tier_1,Tier_1,U25,Under23,10Mto5M,20Mto5M,Turkey,85.0,77.0,5.904,140.0,14.0,85above,75to84,6to6.5,50to150,below20,AS
6080,6080,1565,Borussia Dortmund,1 Bundesliga,Nuri Sahin,25,Defensive Midfield,6.3,2014,Before2016,Real Madrid,Primera Division,M,Tier_1,Tier_1,U25,Under30,10Mto5M,20Mto5M,Turkey,78.12781955,70.90105720000001,5.904,173.0,20.0,75to84,65to74,6to6.5,150to300,20to50,AS
6082,6082,851,Borussia Dortmund,1 Bundesliga,Ömer Toprak,27,Centre Back,10.8,2017,After2016,Bayer 04 Leverkusen,1 Bundesliga,D,Tier_1,Tier_1,U30,Under30,40Mto10M,20Mto5M,Turkey,84.0,81.0,6.1008,222.0,9.0,75to84,75to84,6to6.5,150to300,below20,AS
6083,6083,798,Atlético Madrid,Primera Division,Arda Turan,24,Left Winger,11.7,2011,Before2016,Galatasaray,Other,F,Tier_1,Tier_4,U25,Under30,40Mto10M,20Mto5M,Turkey,89.0,81.0,5.74,130.0,29.0,85above,75to84,5.5to6,50to150,20to50,AS
6084,6084,163,FC Barcelona,Primera Division,Arda Turan,28,Left Winger,30.6,2015,Before2016,Atlético Madrid,Primera Division,F,Tier_1,Tier_1,U30,Under30,40Mto10M,60Mto20M,Turkey,87.0,85.0,5.74,272.0,44.0,85above,85above,5.5to6,150to300,20to50,AS
6086,6086,1837,Rubin Kazan,Other,Gökhan Töre,20,Right Winger,5.4,2012,Before2016,Hamburger SV,1 Bundesliga,F,Tier_2,Tier_2,U21,Under23,10Mto5M,20Mto5M,Turkey,81.0,66.0,5.7728,22.0,0.0,75to84,65to74,5.5to6,below50,below20,AS
6088,6088,702,Bayer 04 Leverkusen,1 Bundesliga,Hakan Calhanoglu,20,Left Winger,13.05,2014,Before2016,Hamburger SV,1 Bundesliga,F,Tier_1,Tier_2,U21,Under23,40Mto10M,20Mto5M,Turkey,84.0,70.90105720000001,5.8384,82.0,28.0,75to84,65to74,5.5to6,50to150,20to50,AS
6089,6089,375,AC Milan,Serie A,Hakan Calhanoglu,23,Left Winger,19.17,2017,After2016,Bayer 04 Leverkusen,1 Bundesliga,F,Tier_1,Tier_1,U25,Under23,40Mto10M,20Mto5M,Turkey,78.12781955,70.90105720000001,5.8384,161.0,45.0,75to84,65to74,5.5to6,150to300,20to50,AS
6095,6095,734,Villarreal CF,Primera Division,Enes Ünal,20,Centre Forward,12.6,2017,After2016,Manchester City,Premier League,F,Tier_1,Tier_1,U21,Under23,40Mto10M,20Mto5M,Turkey,85.0,70.90105720000001,6.068,35.0,4.0,85above,65to74,6to6.5,below50,below20,AS
6096,6096,819,VfL Wolfsburg,1 Bundesliga,Yunus Malli,24,Attacking Midfield,11.25,2016,After2016,1.FSV Mainz 05,1 Bundesliga,M,Tier_1,Tier_2,U25,Under30,40Mto10M,20Mto5M,Turkey,81.0,72.0,5.8712,162.0,37.0,75to84,65to74,5.5to6,150to300,20to50,AS
6098,6098,378,Leicester City,Premier League,Caglar Söyüncü,22,Centre Back,18.99,2018,After2016,SC Freiburg,1 Bundesliga,D,Tier_1,Tier_3,U25,Under23,40Mto10M,20Mto5M,Turkey,78.12781955,70.90105720000001,6.1008,84.0,3.0,75to84,65to74,6to6.5,50to150,below20,AS
6099,6099,1147,Borussia Dortmund,1 Bundesliga,Emre Mor,18,Left Winger,8.78,2016,After2016,Nordsjaelland,Other,F,Tier_1,Tier_4,U21,Under23,10Mto5M,20Mto5M,Turkey,76.0,70.90105720000001,5.5432,13.0,2.0,75to84,65to74,5.5to6,below50,below20,AS
6100,6100,803,Celta de Vigo,Primera Division,Emre Mor,20,Left Winger,11.7,2017,After2016,Borussia Dortmund,1 Bundesliga,F,Tier_2,Tier_1,U21,Under23,40Mto10M,20Mto5M,Turkey,86.0,61.0,5.5432,25.0,3.0,85above,below65,5.5to6,below50,below20,AS
6102,6102,339,Everton FC,Premier League,Cenk Tosun,26,Centre Forward,20.25,2017,After2016,Besiktas,Other,F,Tier_1,Tier_4,U30,Under30,40Mto10M,60Mto20M,Turkey,81.0,77.0,6.0024,136.1753754,20.22582583,75to84,75to84,6to6.5,50to150,20to50,AS
6103,6103,712,AS Roma,Serie A,Cengiz Ünder,20,Right Winger,12.83,2017,After2016,Basaksehir,Other,F,Tier_1,Tier_4,U21,Under23,40Mto10M,20Mto5M,Turkey,83.0,70.90105720000001,5.6744,83.0,18.0,75to84,65to74,5.5to6,50to150,below20,AS
6104,6104,962,VfB Stuttgart,1 Bundesliga,Ozan Kabak,18,Centre Back,9.9,2018,After2016,Galatasaray,Other,D,Tier_2,Tier_4,U21,Under23,10Mto5M,20Mto5M,Turkey,78.12781955,70.90105720000001,6.1008,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,AS
6105,6105,638,FC Schalke 04,1 Bundesliga,Ozan Kabak,19,Centre Back,13.5,2019,After2016,VfB Stuttgart,1 Bundesliga,D,Tier_2,Tier_2,U21,Under23,40Mto10M,20Mto5M,Turkey,83.0,70.90105720000001,6.1008,14.0,0.0,75to84,65to74,6to6.5,below50,below20,AS
6108,6108,1866,Celta de Vigo,Primera Division,Okay Yokuslu,24,Defensive Midfield,5.4,2018,After2016,Trabzonspor,Other,M,Tier_2,Tier_4,U25,Under30,10Mto5M,20Mto5M,Turkey,78.12781955,70.90105720000001,6.2648,221.0,17.0,75to84,65to74,6to6.5,150to300,below20,AS
6111,6111,520,Juventus FC,Serie A,Merih Demiral,21,Centre Back,16.2,2019,After2016,US Sassuolo,Serie A,D,Tier_1,Tier_2,U21,Under23,40Mto10M,20Mto5M,Turkey,83.0,70.90105720000001,6.232,57.0,1.0,75to84,65to74,6to6.5,50to150,below20,AS
6112,6112,1184,US Sassuolo,Serie A,Merih Demiral,21,Centre Back,8.33,2019,After2016,Alanyaspor,Other,D,Tier_2,Tier_4,U21,Under23,10Mto5M,20Mto5M,Turkey,83.0,70.90105720000001,6.232,57.0,1.0,75to84,65to74,6to6.5,50to150,below20,AS
6113,6113,562,LOSC Lille,Ligue 1,Yusuf Yazici,22,Attacking Midfield,14.85,2019,After2016,Trabzonspor,Other,M,Tier_2,Tier_4,U25,Under23,40Mto10M,20Mto5M,Turkey,78.12781955,70.90105720000001,6.0024,87.0,20.0,75to84,65to74,6to6.5,50to150,20to50,AS
6117,6117,957,Bayern Munich,1 Bundesliga,Anatoliy Tymoshchuk,30,Defensive Midfield,9.9,2009,Before2016,Zenit St. Petersburg,Other,M,Tier_1,Tier_1,U30,Under30,10Mto5M,20Mto5M,Ukraine,78.12781955,70.90105720000001,5.9368,381.0,59.0,75to84,65to74,6to6.5,300above,50to100,EU
6118,6118,1404,Lokomotiv Moscow,Other,Oleksandr Aliiev,24,Attacking Midfield,7.2,2009,Before2016,Dynamo Kyiv,Other,M,Tier_2,Tier_4,U25,Under30,10Mto5M,20Mto5M,Ukraine,78.12781955,70.90105720000001,5.6744,136.1753754,20.22582583,75to84,65to74,5.5to6,50to150,20to50,EU
6119,6119,291,FC Barcelona,Primera Division,Dmytro Chygrynskiy,22,Centre Back,22.5,2009,Before2016,Shakhtar D.,Other,D,Tier_1,Tier_4,U25,Under23,40Mto10M,60Mto20M,Ukraine,78.0,62.0,6.1992,83.0,7.0,75to84,below65,6to6.5,50to150,below20,EU
6123,6123,820,FC Schalke 04,1 Bundesliga,Yevhen Konoplianka,27,Left Winger,11.25,2017,After2016,Sevilla FC,Primera Division,F,Tier_2,Tier_1,U30,Under30,40Mto10M,20Mto5M,Ukraine,78.12781955,70.90105720000001,5.8384,189.0,39.0,75to84,65to74,5.5to6,150to300,20to50,EU
6124,6124,269,Borussia Dortmund,1 Bundesliga,Andrii Yarmolenko,27,Right Winger,22.5,2017,After2016,Dynamo Kyiv,Other,F,Tier_1,Tier_4,U30,Under30,40Mto10M,60Mto20M,Ukraine,78.12781955,70.90105720000001,6.232,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,EU
6125,6125,423,West Ham United,Premier League,Andrii Yarmolenko,28,Right Winger,18.0,2018,After2016,Borussia Dortmund,1 Bundesliga,F,Tier_1,Tier_1,U30,Under30,40Mto10M,20Mto5M,Ukraine,78.12781955,70.90105720000001,6.232,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,EU
6126,6126,1107,Zenit St. Petersburg,Other,Yaroslav Rakytskyi,29,Centre Back,9.0,2018,After2016,Shakhtar D.,Other,D,Tier_1,Tier_4,U30,Under30,10Mto5M,20Mto5M,Ukraine,78.12781955,70.90105720000001,5.904,210.0,9.0,75to84,65to74,6to6.5,150to300,below20,EU
6129,6129,749,Atalanta BC,Serie A,Ruslan Malinovskyi,26,Central Midfield,12.33,2019,After2016,KRC Genk,Other,M,Tier_2,Tier_4,U30,Under30,40Mto10M,20Mto5M,Ukraine,82.0,74.0,5.9368,208.0,42.0,75to84,65to74,6to6.5,150to300,20to50,EU
6137,6137,1088,Sunderland AFC,Premier League,Jozy Altidore,23,Centre Forward,9.0,2013,Before2016,AZ Alkmaar,Other,F,Tier_2,Tier_3,U25,Under23,10Mto5M,20Mto5M,United States,80.0,72.0,6.0817760000000005,153.0,57.0,75to84,65to74,6to6.5,150to300,50to100,N_A
6139,6139,1511,Tottenham Hotspur,Premier League,Clint Dempsey,29,Second Striker,6.75,2012,Before2016,Fulham FC,Premier League,F,Tier_1,Tier_2,U30,Under30,10Mto5M,20Mto5M,United States,81.0,80.0,6.0817760000000005,255.0,75.0,75to84,75to84,6to6.5,150to300,50to100,N_A
6149,6149,535,VfL Wolfsburg,1 Bundesliga,John Anthony Brooks,24,Centre Back,15.3,2017,After2016,Hertha BSC,1 Bundesliga,D,Tier_1,Tier_3,U25,Under30,40Mto10M,20Mto5M,United States,78.12781955,70.90105720000001,6.3317120000000005,156.0,9.0,75to84,65to74,6to6.5,150to300,below20,N_A
6150,6150,37,Chelsea FC,Premier League,Christian Pulisic,20,Right Winger,57.6,2018,After2016,Borussia Dortmund,1 Bundesliga,F,Tier_1,Tier_1,U21,Under23,80Mto40M,60Mto20M,United States,89.0,76.0,5.581904,136.1753754,20.22582583,85above,75to84,5.5to6,50to150,20to50,N_A
6152,6152,1080,LOSC Lille,Ligue 1,Timothy Weah,19,Centre Forward,9.0,2019,After2016,Paris Saint-Germain,Ligue 1,F,Tier_2,Tier_1,U21,Under23,10Mto5M,20Mto5M,United States,85.0,60.0,5.998464,20.0,5.0,85above,below65,6to6.5,below50,below20,N_A
6153,6153,1402,Manchester City,Premier League,Zack Steffen,24,Goalkeeper,7.2,2019,After2016,Columbus Crew,Other,GK,Tier_1,Tier_4,U25,Under30,10Mto5M,20Mto5M,United States,84.0,75.0,6.2484,90.0,0.0,75to84,75to84,6to6.5,50to150,below20,N_A
6157,6157,1703,FC Porto,Other,Álvaro Pereira,23,Left Back,5.85,2009,Before2016,CFR Cluj,Other,D,Tier_1,Tier_4,U25,Under23,10Mto5M,20Mto5M,Uruguay,78.12781955,70.90105720000001,5.9696,125.0,13.0,75to84,65to74,6to6.5,50to150,below20,SA
6158,6158,1125,FC Internazionale,Serie A,Álvaro Pereira,26,Left Back,9.0,2012,Before2016,FC Porto,Other,D,Tier_2,Tier_1,U30,Under30,10Mto5M,20Mto5M,Uruguay,83.0,77.0,5.9696,197.0,15.0,75to84,75to84,6to6.5,150to300,below20,SA
6161,6161,257,Liverpool FC,Premier League,Luis Suárez,24,Centre Forward,23.85,2010,Before2016,Ajax Amsterdam,Other,F,Tier_1,Tier_2,U25,Under30,40Mto10M,60Mto20M,Uruguay,88.0,74.0,5.74,136.1753754,20.22582583,85above,65to74,5.5to6,50to150,20to50,SA
6162,6162,18,FC Barcelona,Primera Division,Luis Suárez,27,Centre Forward,73.55,2014,Before2016,Liverpool FC,Premier League,F,Tier_1,Tier_1,U30,Under30,80Mto40M,Above60M,Uruguay,89.0,86.0,5.74,136.1753754,20.22582583,85above,85above,5.5to6,50to150,20to50,SA
6166,6166,1421,Atlético Madrid,Primera Division,Diego Godín,24,Centre Back,7.2,2010,Before2016,Villarreal CF,Primera Division,D,Tier_1,Tier_1,U25,Under30,10Mto5M,20Mto5M,Uruguay,78.12781955,70.90105720000001,6.1336,180.0,10.0,75to84,65to74,6to6.5,150to300,below20,SA
6171,6171,622,Southampton FC,Premier League,Gastón Ramírez,21,Attacking Midfield,13.68,2012,Before2016,Bologna FC 1909,Serie A,M,Tier_1,Tier_2,U21,Under23,40Mto10M,20Mto5M,Uruguay,78.12781955,70.90105720000001,6.0024,100.0,20.0,75to84,65to74,6to6.5,50to150,20to50,SA
6172,6172,1256,UC Sampdoria,Serie A,Gastón Ramírez,26,Attacking Midfield,8.1,2017,After2016,Middlesbrough FC,Premier League,M,Tier_2,Tier_3,U30,Under30,10Mto5M,20Mto5M,Uruguay,81.0,77.0,6.0024,212.0,36.0,75to84,75to84,6to6.5,150to300,20to50,SA
6178,6178,911,SSC Napoli,Serie A,Edinson Cavani,24,Centre Forward,10.8,2011,Before2016,US Palermo,Serie A,F,Tier_1,Tier_2,U25,Under30,40Mto10M,20Mto5M,Uruguay,85.0,77.0,6.0352,134.0,43.0,85above,75to84,6to6.5,50to150,20to50,SA
6179,6179,36,Paris Saint-Germain,Ligue 1,Edinson Cavani,26,Centre Forward,58.05,2013,Before2016,SSC Napoli,Serie A,F,Tier_1,Tier_1,U30,Under30,80Mto40M,60Mto20M,Uruguay,89.0,86.0,6.0352,238.0,121.0,85above,85above,6to6.5,150to300,100above,SA
6181,6181,1390,Liverpool FC,Premier League,Sebastián Coates,20,Centre Back,7.2,2011,Before2016,FC Internazionale,Serie A,D,Tier_1,Tier_2,U21,Under23,10Mto5M,20Mto5M,Uruguay,80.0,70.90105720000001,6.4288,60.0,8.0,75to84,65to74,6to6.5,50to150,below20,SA
6188,6188,1447,Juventus FC,Serie A,Martín Cáceres,25,Centre Back,7.2,2012,Before2016,Sevilla FC,Primera Division,D,Tier_1,Tier_1,U25,Under30,10Mto5M,20Mto5M,Uruguay,87.0,78.0,5.8384,127.0,9.0,85above,75to84,5.5to6,50to150,below20,SA
6198,6198,322,Inter Milan,Serie A,Matías Vecino,25,Central Midfield,21.6,2017,After2016,ACF Fiorentina,Serie A,M,Tier_1,Tier_1,U25,Under30,40Mto10M,60Mto20M,Uruguay,78.12781955,70.90105720000001,6.1992,117.0,11.0,75to84,65to74,6to6.5,50to150,below20,SA
6206,6206,1920,Genoa CFC,Serie A,Diego Laxalt,23,Left Midfield,5.22,2016,After2016,Inter Milan,Serie A,F,Tier_1,Tier_1,U25,Under23,10Mto5M,20Mto5M,Uruguay,78.0,68.0,5.8384,15.0,1.0,75to84,65to74,5.5to6,below50,below20,SA
6207,6207,551,AC Milan,Serie A,Diego Laxalt,25,Left Midfield,15.3,2018,After2016,Genoa CFC,Serie A,F,Tier_1,Tier_1,U25,Under30,40Mto10M,20Mto5M,Uruguay,81.0,76.0,5.8384,145.0,10.0,75to84,75to84,5.5to6,50to150,below20,SA
6213,6213,877,Hull City,Premier League,Abel Hernández,24,Centre Forward,10.8,2014,Before2016,US Palermo,Serie A,F,Tier_2,Tier_2,U25,Under30,40Mto10M,20Mto5M,Uruguay,81.0,74.0,6.068,149.0,43.0,75to84,65to74,6to6.5,50to150,20to50,SA
6217,6217,1582,PSV Eindhoven,Other,Gastón Pereiro,20,Attacking Midfield,6.3,2015,Before2016,FC Internazionale,Serie A,M,Tier_2,Tier_2,U21,Under23,10Mto5M,20Mto5M,Uruguay,78.12781955,70.90105720000001,6.1664,39.0,11.0,75to84,65to74,6to6.5,below50,below20,SA
6228,6228,206,Arsenal FC,Premier League,Lucas Torreira,22,Defensive Midfield,27.0,2018,After2016,UC Sampdoria,Serie A,M,Tier_1,Tier_2,U25,Under23,40Mto10M,60Mto20M,Uruguay,85.0,75.0,5.5104,76.0,4.0,85above,75to84,5.5to6,50to150,below20,SA
6232,6232,892,Spartak Moscow,Other,Pedro Rocha,22,Left Winger,10.8,2017,After2016,Grêmio,Other,F,Tier_2,Tier_4,U25,Under23,40Mto10M,20Mto5M,Uruguay,78.12781955,70.90105720000001,6.0024,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,SA
6234,6234,837,Juventus FC,Serie A,Rodrigo Bentancur,20,Central Midfield,11.25,2017,After2016,Boca Juniors,Other,M,Tier_1,Tier_4,U21,Under23,40Mto10M,20Mto5M,Uruguay,83.0,63.0,6.1336,51.0,1.0,75to84,below65,6to6.5,50to150,below20,SA
6239,6239,855,RB Leipzig,1 Bundesliga,Marcelo Saracchi,20,Left Back,10.8,2018,After2016,River Plate,Other,D,Tier_2,Tier_4,U21,Under23,40Mto10M,20Mto5M,Uruguay,84.0,70.90105720000001,5.6416,73.0,3.0,75to84,65to74,5.5to6,50to150,below20,SA
6243,6243,519,Cagliari Calcio,Serie A,Nahitan Nández,23,Central Midfield,16.2,2019,After2016,Boca Juniors,Other,M,Tier_2,Tier_4,U25,Under23,40Mto10M,20Mto5M,Uruguay,84.0,73.0,5.6088,111.0,14.0,75to84,65to74,5.5to6,50to150,below20,SA
6244,6244,706,Valencia CF,Primera Division,Maxi Gómez,22,Centre Forward,13.05,2019,After2016,Celta de Vigo,Primera Division,F,Tier_1,Tier_2,U25,Under23,40Mto10M,20Mto5M,Uruguay,78.12781955,70.90105720000001,6.1008,118.0,58.0,75to84,65to74,6to6.5,50to150,50to100,SA
6252,6252,1458,Juventus FC,Serie A,Tomás Rincón,28,Defensive Midfield,7.2,2016,After2016,Genoa CFC,Serie A,M,Tier_1,Tier_1,U30,Under30,10Mto5M,20Mto5M,Venezuela,75.0,73.0,5.8056,136.1753754,20.22582583,75to84,65to74,5.5to6,50to150,20to50,SA
6253,6253,1895,Torino FC,Serie A,Tomás Rincón,30,Defensive Midfield,5.4,2018,After2016,Juventus FC,Serie A,M,Tier_2,Tier_1,U30,Under30,10Mto5M,20Mto5M,Venezuela,77.0,77.0,5.8056,136.1753754,20.22582583,75to84,75to84,5.5to6,50to150,20to50,SA
6259,6259,1235,Rubin Kazan,Other,José Salomón Rondón,22,Centre Forward,8.1,2012,Before2016,Málaga CF,Primera Division,F,Tier_2,Tier_2,U25,Under23,10Mto5M,20Mto5M,Venezuela,78.12781955,70.90105720000001,6.1008,162.0,50.0,75to84,65to74,6to6.5,150to300,50to100,SA
6260,6260,502,Zenit St. Petersburg,Other,José Salomón Rondón,24,Centre Forward,16.2,2013,Before2016,Rubin Kazan,Other,F,Tier_1,Tier_2,U25,Under30,40Mto10M,20Mto5M,Venezuela,78.12781955,70.90105720000001,6.1008,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,SA
6261,6261,539,West Bromwich Albion,Premier League,José Salomón Rondón,25,Centre Forward,15.3,2015,Before2016,Zenit St. Petersburg,Other,F,Tier_2,Tier_1,U25,Under30,40Mto10M,20Mto5M,Venezuela,78.12781955,70.90105720000001,6.1008,235.0,83.0,75to84,65to74,6to6.5,150to300,50to100,SA
6269,6269,1013,Watford FC,Premier League,Adalberto Peñaranda,18,Centre Forward,9.54,2015,Before2016,Udinese Calcio,Serie A,F,Tier_2,Tier_2,U21,Under23,10Mto5M,20Mto5M,Venezuela,78.12781955,70.90105720000001,6.068,37.0,4.0,75to84,65to74,6to6.5,below50,below20,SA
6283,6283,1926,Aston Villa,Premier League,James Collins,26,Centre Back,5.13,2009,Before2016,West Ham United,Premier League,D,Tier_1,Tier_1,U30,Under30,10Mto5M,20Mto5M,Wales,78.0,72.0,6.1664,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,EU
6286,6286,726,Leicester City,Premier League,Danny Ward,25,Goalkeeper,12.6,2018,After2016,Liverpool FC,Premier League,GK,Tier_1,Tier_1,U25,Under30,40Mto10M,20Mto5M,Wales,78.12781955,70.90105720000001,6.2648,3.0,0.0,75to84,65to74,6to6.5,below50,below20,EU
6288,6288,462,Liverpool FC,Premier League,Joe Allen,22,Central Midfield,17.1,2012,Before2016,Swansea City,Premier League,M,Tier_1,Tier_2,U25,Under23,40Mto10M,20Mto5M,Wales,83.0,66.0,5.4985919999999995,127.0,7.0,75to84,65to74,below5.5,50to150,below20,EU
6289,6289,611,Stoke City,Premier League,Joe Allen,26,Central Midfield,13.95,2016,After2016,Liverpool FC,Premier League,M,Tier_2,Tier_1,U30,Under30,40Mto10M,20Mto5M,Wales,78.0,76.0,5.4985919999999995,220.0,12.0,75to84,75to84,below5.5,150to300,below20,EU
