player_name,height,nationality
Lasse Sobiech,1.96,Germany
Florent Muslija,1.72,Kosovo
Lucas Andersen,1.85,Denmark
Angelo Fulgini,1.83,France
Andrew Surman,1.778,England
Magaye Gueye,1.79,Senegal
Chris Basham,1.8034,
Nick Blackman,1.8796,Barbados
Mason Holgate,1.84,England
Sergey Kornilenko,1.86,Belarus
Pablo Pintos,1.82,
Jérémy Perbet,1.84,
Dominic Adiyiah,1.72,Ghana
Franco Brienza,1.68,Italy
Massimo Bonanni,1.9,Italy
Damjan Djokovic,1.9,
Luca Rigoni,1.85,Italy
Mame Thiam,1.85,
Andrés Tello,1.81,Colombia
Juan Manuel Valencia,1.86,
Haitam Aleesami,1.83,Norway
Iliass Bel Hassani,1.73,Morocco
Stijn Schaars,1.77,Netherlands
Stef Peeters,1.88,
Armand Traoré,1.85,Senegal
Javier Matilla,1.76,Spain
Carlos Labrín,1.81,Chile
Atsuto Uchida,1.76,Japan
Olivier Occéan,1.85,Canada
França,1.83,Brazil
Nikola Djurdjic,1.86,Serbia
Per Ciljan Skjelbred,1.76,Norway
Zoltán Stieber,1.75,Hungary
Jérôme Gondorf,1.75,
Simon Tibbling,1.74,Sweden
Tomás Martínez,1.75,Argentina
Chris Malonga,1.83,Congo
Samed Yesil,1.8,Germany
Kyle Bartley,1.9304,England
Stephen Hendrie,1.78,Scotland
Nick Pope,1.91,England
Dmitri Khomich,1.9,Russia
Oleg Samsonov,1.74,Russia-2
Patrick Ebert,1.75,Germany
Kehinde Fatai,1.8,Nigeria
Rubén Martínez,,
Marcelo Silva,1.74,Brazil
Theo Bongonda,1.77,Belgium
José Pozo,1.71,Spain
Moi Gómez,1.76,Spain
Igor Zlatanovic,1.8,Serbia
Giacomo Tulli,1.71,
Giuseppe Mascara,1.73,Italy
Cesare Bovo,1.81,Italy
Cristian Chávez,1.68,Argentina
Marcelo Larrondo,1.91,
Jonathan Rossini,1.85,Switzerland
Lazaros Christodoulopoulos,1.84,Greece
Suso,1.77,Spain
Davide Biondini,1.78,Italy
Agostino Camigliano,1.87,Italy
Bruno Petkovic,1.93,Croatia
Samuel Bastien,1.72,Belgium
Leo Stulac,1.75,Slovenia
Mateo Pavlovic,1.96,Croatia
João Carlos Teixeira,1.77,Portugal
Mathías Abero,1.84,Uruguay
Mijat Gacinovic,1.75,Serbia
Julio Villalba,1.74,Paraguay
Thomas Enevoldsen,1.81,Denmark
Fransérgio,1.87,
Diogo Figueiras,1.7,Portugal
Vítor Tormena,1.92,
Aaron Leya Iseka,1.82,Belgium
Jordan Slew,1.905,England
Gaël Bigirimana,1.7526,Burundi
Mark Bunn,,
Tom Lawrence,1.8,Wales
Jack Robinson,1.8034,England
Jonas,1.7,Norway
Filip Manojlovic,1.97,Serbia
Alessandro Florenzi,1.73,Italy
Andrea Romanò,,
Andrea Bandini,1.76,
Emanuele Calaiò,1.79,Italy
Alberto Rodríguez,,
Junior Tallo,1.89,Ivory Coast
Georgios Tzavellas,1.8288,Greece
Hiroki Sakai,1.83,Japan
Chinedu Ede,1.78,Germany
Filip Malbasic,1.82,Serbia
Gotoku Sakai,1.76,Japan
Taleb Tawatha,1.76,Israel
Manuel Gulde,1.84,Germany
Jonas Meffert,1.84,Germany
Onur Bulut,1.81,Turkey
Jonathan Meier,,
Dani Fernández,1.76,
Jagos Vukovic,1.95,Serbia
Henri Weigelt,1.89,
Fabiano,1.85,Brazil
Djaniny,1.9,Cape Verde
Aleksandar Palocevic,1.8,Serbia
Jordan Lotiès,1.9,
Georges Mandjeck,1.85,Cameroon
Xavier Pentecôte,1.8,
John Jairo Ruiz,1.75,Costa Rica
Alexis Thébaux,1.85,France
Fakhreddine Ben Youssef,1.92,Tunisia
Tongo Doumbia,1.92,Mali
Tomas Hubocan,1.83,Slovakia
Steven Moreira,1.76,France
Fabio Daprelà,1.8,Switzerland Olympic
Paul Robinson,1.93,England
Mark Connolly,1.8542,Republic of Ireland
Barry Ferguson,1.778,Scotland
James Perch,1.8,
Frédéric Piquionne,1.88,Martinique
Titus Bramble,1.85,England
Marouane Chamakh,1.85,Morocco
Will Keane,1.8796,England
Marko Lomic,1.87,Serbia
Nemanja Tubic,1.88,
Adilson,,
Stanislav Dragun,1.81,Belarus
Ezechiel Ndouasel,1.92,Chad
Silvije Begic,1.97,
Zaurbek Pliev,1.82,Russia
Carlos Aranda,1.85,Spain
Pape Diop,1.8,Spain
Ádám Pintér,1.9,Hungary
Javi Hervás,1.76,
Javi Márquez,1.74,Catalonia
Miguel de las Cuevas,1.75,Spain
Francisco Silva,1.78,Chile
Dejan Drazic,1.78,Serbia
Adnane Tighadouini,1.79,Morocco
Gaspar Íñiguez,1.72,Argentina
Mamadou Koné,1.77,
Andrew Hjulsager,1.77,Denmark
Ivi,1.74,
Massimo Donati,1.88,Italy
Alexandros Tziolis,1.9,Greece
Sinisa Andelkovic,1.86,Slovenia
Armin Bacinovic,1.83,Slovenia
Elvis Abbruscato,1.81,Italy
Davide Gavazzi,1.81,
Laurentiu Branescu,1.94,Romania
Riccardo Fiamozzi,1.78,Italy
Salvador Ichazo,1.88,Uruguay
Matheus Cassini,1.72,
Filippo Falco,1.71,Italy
Francesco Renzetti,1.74,Italy
Lorenco Simic,1.95,Croatia
Gaetano Castrovilli,1.76,Italy
Filip Jagiello,1.8,Poland
Riccardo Gagliolo,1.8,Sweden
Alexis Zapata,1.76,Colombia
Stefan Ristovski,1.8,North Macedonia
Donald Love,1.78,Scotland
Óscar Duarte,1.84,Costa Rica
Migjen Basha,1.8,Albania
Fredy Montero,1.76,Colombia
Carl Jenkinson,1.85,England
Anton Ferdinand,1.83,England
Luke Young,1.8034,England
Shaun Maloney,1.7,Scotland
Fabian Johnson,1.83,United States
Artur Sobiech,1.84,Poland
Lucas Höler,1.84,
Paulo Otávio,1.73,
Marcus Nilsson,1.93,Sweden
Johan Martensson,1.8,Sweden
Felipe Menezes,1.85,
Lucas Lima,1.75,Brazil
Gary Caldwell,1.8,Scotland B
Jonathan Howson,1.8,England
Ko Itakura,,Japan
Domingos Quina,1.77,Portugal
Emil Bergström,1.87,Sweden
Nosa Igiebor,1.82,Nigeria
Emiliano Velázquez,1.84,Uruguay
Paco Montañés,1.72,Spain
Joaquín Fernández,1.83,Spain
Gianluca Musacci,1.8,Italy
Mirco Antenucci,1.8,
Steve von Bergen,1.86,Switzerland
Simone Addessi,1.92,
Munir El Haddadi,1.75,Spain
Daniele Cacia,1.84,Italy
Robert Tesche,1.82,
Dimitar Rangelov,1.83,Bulgaria
Alexander Baumjohann,1.78,Germany
Christopher Schorch,1.9,Germany
Theofanis Gekas,1.8,Greece
Sami Allagui,1.81,Tunisia
Matthias Zimmermann,,
Tamás Hajnal,1.68,Hungary
Malik Fathi,1.85,Germany
Lukas Schmitz,1.84,
Sandro Wieser,1.85,Liechtenstein
Timo Gebhart,1.82,Germany
Felipe Santana,1.96,
Ondrej Petrak,1.86,Czech Republic
Karim Haggui,1.9,Tunisia
Kevin Akpoguma,1.92,Germany
Hajime Hosogai,1.77,Japan
Caiuby,1.84,
Jin-su Kim,,South Korea
Timothy Chandler,1.86,United States
Mike Frantz,1.8,
Ismail Azzaoui,1.77,Belgium
Felipe Pires,1.78,
Gaëtan Bussmann,1.84,France
Hotaru Yamaguchi,1.73,Japan
Örjan Nyland,1.92,Norway
Andersson Ordóñez,1.86,Ecuador
Rafal Gikiewicz,1.9,
Sebastian Langkamp,1.9,Germany
Cedric Teuchert,1.82,Germany
Danny da Costa,1.85,Germany
Sergio Córdova,1.88,Venezuela
Felix Uduokhai,1.88,Germany
Romano Schmid,1.67,Austria
Robert Andrich,1.85,Germany
Bernard Parker,1.7,South Africa
Michal Papadopulos,1.83,Czech Republic
Yoshiaki Takagi,1.7,Japan
Diederik Boer,1.94,
Kenneth Vermeer,1.82,Netherlands
Guus Hupperts,1.76,Netherlands
Bryan Linssen,1.7,
Nuno André Coelho,1.92,Portugal
Djamal,,
Marcelo Boeck,1.91,
Diego Rubio,1.8,Chile
Marat Izmailov,1.7,Russia
Héldon,1.74,Cape Verde
Oriol Rosell,1.82,Catalonia
Naby Sarr,1.9558,France
Sérgio Oliveira,1.81,Portugal
André,1.8,Italy
Martin Chrien,1.82,Slovakia
Andrej Lukic,1.94,
Vaná Alves,1.94,
Renan Ribeiro,1.93,Brazil
Khalid Hachadi,1.9,Morocco
Mamadou Bagayoko,1.75,Ivory Coast
Ivan Stevanovic,,
Jérémie Bréchet,1.86,France
Alaeddine Yahia,1.86,Tunisia
Bocundji Ca,1.72,Guinea-Bissau
Reynald Lemaître,1.75,
Daisuke Matsui,,Japan
Bakary Soumaré,1.93,Mali
Johann Carrasso,1.87,France
Nemanja Pejcinovic,1.85,Serbia
Marco Estrada,1.78,Chile
Jonathan Ayité,1.84,Togo
Paul Baysse,1.85,France
Alexandre Cuvillier,1.82,
Eden Ben Basat,1.85,Israel
Enzo Réale,1.75,France
Gaël Danic,1.76,France
Yassine Jebbour,1.8,Morocco
François Moubandje,1.8,Switzerland
Stoppila Sunzu,1.89,Zambia
Fernando Aristeguieta,1.87,Venezuela
Diego Contento,1.77,Germany
Benjamin Jeannot,1.83,France
Sergey Krivets,1.77,Belarus
Sanjin Prcic,1.81,Bosnia and Herzegovina
Dragos Grigore,1.85,Romania
Milan Gajic,1.82,
Yassine Benzia,1.8,Algeria
Mike Maignan,1.91,France
Lenny Nangis,1.72,Guadeloupe
Mehdi Zeffane,1.76,Algeria
Rémi Walter,1.74,France
Mathieu Michel,1.88,
Igor Lewczuk,1.87,Poland
Saîf-Eddine Khaoui,1.8,Tunisia
Alhassan Wakaso,1.8,Ghana
Ádám Lang,1.88,Hungary
Stiven Mendoza,1.71,Colombia
Jan Repas,1.71,Slovenia
Adam Jakubech,1.9,Slovakia
Vincent Pajot,1.8,France
Harisson Manzala,1.77,DR Congo
Raoul Bellanova,1.88,Italy
Guessouma Fofana,1.84,
Tristan Dingomé,1.73,
Habib Maïga,1.81,Ivory Coast
Lucas Deaux,1.88,
Haris Duljevic,1.85,Bosnia and Herzegovina
Abou Ba,1.83,France
Miguel Trauco,1.75,Peru
Joel Campbell,1.78,Costa Rica
Steven Davis,1.73,Northern Ireland
Morgan Amalfitano,1.76,France
Jan Kirchhoff,1.95,Germany
Viktor Gyökeres,1.87,Sweden
Ryotaro Meshino,1.71,Japan
Yuri Zhevnov,1.8,Belarus
Giedrius Arlauskis,1.91,Lithuania
Aleksey Medvedev,,
Renat Sabitov,1.86,Russia
Joãozinho,1.63,
Rui Miguel,,
Dele Adeleye,1.89,Nigeria
Maciej Makuszewski,1.76,Poland
Georgi Gabulov,1.9,Russia
Aleksandr Sheshukov,1.8,Russia
Ilya Abaev,1.93,Russia-2
Mijo Caktas,1.78,Croatia
Guillermo Cotugno,1.77,Uruguay
Ismael Silva,1.69,
Georgi Tigiev,1.77,Russia
Dennis Hadzikadunic,1.86,Sweden
Filip Uremovic,1.84,Croatia
Ayaz Guliev,1.69,Russia
Andrés Vombergar,1.87,Slovenia B
Takuma Nishimura,,
Carl Starfelt,1.85,Sweden
Ben Sahar,1.8034,Israel
Michael Jakobsen,1.85,Denmark
Luis García,1.76,Catalonia
Adrián Luna,1.69,Uruguay
Daniel Pudil,1.83,Czech Republic
Fran Rico,1.78,
Cata Díaz,1.82,Argentina
Apoño,1.73,
Michael Krohn-Dehli,1.71,Denmark
Braian Rodríguez,1.93,
Charles,,
Andreu Fontàs,1.85,Catalonia
Bobley Anderson,1.85,Ivory Coast
Borja Viguera,1.83,
Lucas Vázquez,1.73,Spain
David Concha,1.72,Spain
Ángel Trujillo,1.79,
Gonzalo Escalante,1.82,
Alfredo Ortuño,1.84,
Alin Tosca,1.81,Romania
Rui Silva,1.89,Portugal
José Naranjo,1.86,
Marko Dmitrovic,1.94,Serbia
Gerard Valentín,1.76,Catalonia
Armando Sadiku,1.86,Albania
Dani Pacheco,1.69,Spain
Álvaro Jiménez,,
Cristian Ganea,1.71,Romania
Antonio Adán,1.9,Spain
Jean-Clair Todibo,1.9,France
Aitor Fernández,1.82,Basque Country
Javi Galán,1.72,
Rubén Alcaraz,1.8,
Fede Varela,1.74,
Pablo Hervías,1.74,Spain
Yan Brice,1.8,
Ivan Fatic,1.88,Montenegro
Antonio Langella,1.82,Italy
José Castillo,,
Nicola Amoruso,1.86,Italy
Francesco Parravicini,1.76,
Nicolás Spolli,1.93,
Simone Barone,1.8,Italy
Cristian Daminuta,1.87,Romania
Attila Filkor,1.81,Hungary
Bojan Jokic,1.76,Slovenia
Jeda,1.76,
Francesco Lodi,1.83,Italy
Rinaldo Cruzado,1.8,Peru
Paolo Grossi,,
Davide Lanzafame,1.8,Italy
Adrian Stoian,1.77,Romania
Riccardo Casini,1.74,
Francesco Finocchio,1.78,Italy
Riccardo Cazzola,1.88,
Giuseppe Colucci,,
Guillermo Rodríguez,,
Petar Golubovic,1.79,Serbia
Gianni Munari,1.9,
Denilson Gabionetta,1.78,
Kévin Vinetot,,
Frano Mlinar,1.84,Croatia
Alexandre Coeff,1.84,France
Birkir Bjarnason,1.83,Iceland
Josip Radosevic,1.8,Croatia
Marco Capuano,1.86,Italy
Alessandro Capello,1.83,Italy
Simone Benedetti,1.9,Italy
Carlo Crialese,1.79,
Joshua Brillante,1.77,Australia
Rafael Márquez,1.82,Mexico
Daniele Casiraghi,1.75,Italy
Gianluca Turchetta,1.77,
Michele Rocca,1.75,Italy
Emil Hallfredsson,1.86,Iceland
Marco Crimi,1.78,Italy
Alessandro Santopadre,1.85,
Hrvoje Milic,1.83,Croatia
Ahmad Benali,1.73,Libya
Leonardo Capezzi,1.78,Italy
Luca Vido,1.82,Italy
Nehuén Paz,1.91,
Luca Garritano,1.72,Italy
Filippo Costa,1.75,Italy
Salih Ucan,1.82,Turkey
András Schäfer,1.79,Hungary
Abdou Diakhate,1.93,
Lassi Lappalainen,1.83,Finland
Peter Ankersen,1.8,Denmark
Michael Folorunsho,1.8,
Eugenio D'Ursi,1.75,
Stephen Dobbie,,
Ádám Simon,1.78,Hungary
Antonio Donnarumma,1.95,
Martin Hansen,1.88,Denmark
Mathías Suárez,1.84,Uruguay
Alireza Haghighi,1.93,Iran
Pablo Pérez,1.75,Argentina
Archimede Morleo,1.72,
Noë Dussenne,1.91,Belgium
Javier Malagueño,1.85,
Aaron Ramsdale,1.88,England
Gabriel Tamas,1.88,Romania
Leandro Greco,1.84,
Nikita Rukavytsya,1.85,Australia
Luis Advíncula,1.78,Peru
Jens Hegeler,1.93,Germany
Jean Zimmer,1.71,Germany
Jan Wuytens,1.89,
Robbert Schilder,1.78,Netherlands
Rene Mihelic,1.77,Slovenia
Marcão,1.85,
Lossémy Karaboué,1.73,
Juan Falcón,1.7,
Pape Sané,1.87,Senegal
Faïz Selemani,1.81,Comoros
Danijel Petkovic,1.94,Montenegro
Daniel Ayala,1.905,Spain
Vyacheslav Podberezkin,1.87,Russia
Edinho,,
José Giménez,1.85,Uruguay
Lorenzo Reyes,1.7,Chile
Nemanja Radoja,1.86,Serbia
Magnus Troest,1.89,Denmark
Fabiano Santacroce,1.81,Italy
Anselmo,,
Mervan Celik,1.78,Sweden
Raphael Martinho,1.83,
Francesco Fedato,1.77,Italy
Aleksandar Trajkovski,1.79,North Macedonia
Robin Gosens,1.83,
Luca Tremolada,1.85,Italy
Leonardo Benedetti,1.82,Italy
Daniel Arzani,1.71,Australia
Jimmy Kébé,1.5,Mali
Billy Arce,1.78,
Jan Simunek,1.87,Czech Republic
Arianit Ferati,1.68,Germany
José Moreira,1.84,Portugal
Kristoffer Nordfeldt,1.85,Sweden
Jordi Figueras,1.85,
Mathí­as Olivera,1.84,Uruguay
Simy,1.98,Nigeria
Rodney Kongolo,1.87,Netherlands
Phil Bardsley,1.8,Scotland
Mario Paglialunga,1.82,
Zsolt Laczkó,1.84,Hungary
Marcos Curado,1.86,
Zlatko Dedic,1.83,Slovenia
Martin Stranzl,1.91,Austria
Stiven Rivic,1.81,Croatia
Leon Jessen,1.82,Denmark
Marcel Risse,1.83,Germany
Zlatko Junuzovic,1.72,Austria
Andre Hoffmann,1.9,Germany
Djiby Fall,1.86,Senegal
Marc Oliver Kempf,1.85,Germany
Christian Mathenia,1.89,
Benjamin Hübner,1.93,
Benno Schmitz,1.83,Germany
Mark Flekken,1.89,
Mads Pedersen,,
Lex Immers,1.87,
Jukka Raitala,1.8034,Finland
Dico Koppers,1.79,Netherlands
Danny Hoesen,1.86,Netherlands
Tjaronn Chery,1.71,
David Addy,1.83,Ghana
El Arbi Hillel Soudani,1.83,Algeria
Jefferson,,
Gabrielzinho,1.71,
Davidson,1.83,
Grégory Coupet,1.79,France
Vincent Planté,1.9,
Franco Sosa,,
Didier Ovono,1.86,Gabon Olympic
Garry Bocaly,1.8,France
Mamadou Samassa,1.97,Mali
Didier Digard,1.83,France
Mouhamadou Dabo,1.76,France
Guy Ndy Assembé,1.84,Cameroon
Grégory Thil,1.83,
Johan Martial,1.84,France
Roy Contout,1.74,French Guiana
Viktor Klonaridis,1.78,Belgium
Romain Grange,1.77,
Loris Néry,1.8,France
Maor Melikson,1.75,Israel
Dusan Veskovac,1.87,
Dan Nistor,1.74,Romania
Alejandro Bedoya,1.78,United States
Niklas Hult,1.73,Sweden
Aleksandar Pesic,1.9,Serbia
Olivier Kemen,1.77,France
Adrien Thomasson,1.82,
Jamel Saihi,1.81,Tunisia
Adrien Tamèze,1.8,France
Alexandros Katranis,1.74,Greece
Dorian Bertrand,1.76,
Antonio Amaya,1.92,
Marcel Gecov,1.8,Czech Republic
Piotr Polczak,1.92,Poland
Jeremy Bokila,1.88,DR Congo
Kamil Agalarov,1.78,Russia II
Yuri Lodygin,1.88,Russia
Ravanelli,1.88,Italy
Abdul-Aziz Tetteh,1.88,
Zoran Nizic,1.95,Croatia
Ibragim Tsallagov,1.79,Russia
Gastón Sangoy,1.79,
Borja Gómez,1.84,
Axel Werner,1.91,Argentina
Raúl Albentosa,1.93,
Fabio Caserta,1.8,
Gianluca Pegolo,1.83,
Angelo Antonazzo,1.86,
Bogdan Lobont,1.84,Romania
Marco Andreolli,1.88,Italy
Marius Stankevicius,1.9,Padania
Kenneth Zohore,1.89,Denmark
Manuel Arteaga,1.85,Venezuela
Giovanni Sbrissa,1.85,Italy
Luca Bittante,1.84,Italy
Stefan Silva,1.81,
Lorenzo Lollo,1.8,
Bruno Martella,1.83,
Fabrizio Cacciatore,1.82,Italy
Brayan Vera,1.8,Colombia
Sergey Petrov,,
Elio De Silvestro,1.75,Italy
Tim Borowski,1.94,Germany
Maik Franz,1.9,Germany Team 6
Yohandry Orozco,1.64,Venezuela
Gil Vermouth,1.75,Israel
Szabolcs Huszti,1.73,Hungary
Sebastian Polter,1.92,Germany
Philip Heise,1.84,
Immanuel Höhn,1.83,
Aleksandar Ignjovski,1.75,Serbia
Fabian Giefer,1.96,Germany
Almamy Touré,1.82,France
Davor Lovren,1.72,Croatia
Nicky Kuiper,1.82,Netherlands
Matías Jones,1.74,Uruguay
Erik Falkenburg,1.87,Netherlands
Timothy Derijck,1.87,Belgium
Kosuke Ota,1.78,Japan
Mike van Duinen,1.85,
Vaclav Cerny,1.79,Czech Republic
Lionel Carole,1.82,France
Mario Rondón,1.82,Venezuela
Vincent Sasso,1.9,France
Junya Tanaka,1.8,Japan
Jhon Murillo,1.7,Venezuela
Alef,1.86,Brazil
Nikola Stojiljkovic,1.82,Serbia
Lazar Rosic,1.9,Serbia
Tomas Micola,1.76,Czech Republic
Rudy Haddad,1.8,France
Ermir Lenjani,1.75,Albania
Nill De Pauw,1.8,Belgium
Ismaël Diomandé,1.8,Ivory Coast
Dennis Appiah,1.79,France
Thomas Eisfeld,1.77,Germany
Andrey Gorbanets,1.78,
Derek Boateng,1.8288,Ghana
Damien Perquis,1.84,Poland
Silvan Widmer,1.82,Switzerland
Zakarya Bergdich,1.78,Morocco
Edgar Méndez,1.87,
Omer Atzili,1.74,Israel
Fernando Uribe,1.82,Colombia
Roope Riski,1.8,Finland
Raffaele Schiavi,1.83,
Giulio Cavallari,,
Gaby Mudingayi,1.8,Belgium
Saulo Decarli,1.86,Switzerland
Anders Christiansen,1.74,Denmark
Santiago Gentiletti,1.86,
Joyce Anacoura,1.9,
Luiz Felipe,1.87,Brazil
Svante Ingelsson,1.9,Sweden
Sofian Kiyine,1.82,Morocco
Stephen Henderson,1.8796,Republic of Ireland
Nicolás Bianchi Arce,1.88,
Artur Wichniarek,1.83,Poland
Erik Jendrisek,1.76,Slovakia
Martin Lanig,1.9,
Peter Niemeyer,1.88,Germany
Philipp Zulechner,1.82,Austria
Moritz Stoppelkamp,1.8,Germany
Marco Pappa,1.79,Guatemala
Yanic Wildschut,1.87,Netherlands
Thomas Dalgaard,1.88,
Luka Zahovic,1.77,Slovenia B
Benjamin van Leer,1.87,
Lucas Woudenberg,1.86,Netherlands
Joris van Overeem,1.81,Netherlands
Adrián Dalmau,1.82,
Ahmed Hassan,1.75,Egypt
Alexandre Guedes,1.85,Portugal
Gaëtan Bong,1.87,Cameroon
Banel Nicolita,1.75,Romania
Diallo Guidileye,1.81,Mauritania
Aurelian Chitu,1.83,Romania
Clément Chantôme,1.79,France
Jessy Pi,1.79,
Bingourou Kamara,1.92,France
John Bostock,1.88,England
Conor Sammon,1.88,Republic of Ireland
Leandro Rodríguez,1.79,
Ivan Stoyanov,,
Viktor Vasin,1.92,Russia
Marcin Komorowski,1.86,Poland
Pavel Ignatovich,1.78,Russia
Aleksandr Vasyutin,1.9,
Ivan Novoseltsev,1.9,Russia
Duda,,Portugal
Oriol Riera,1.85,Catalonia
Anaitz Arbilla,1.77,Basque Country
Chuli,1.77,Spain
Édgar Álvarez,1.73,Honduras
Alexandros Tzorvas,1.88,Greece
Stefano Lucchini,1.87,Italy
Jonatan Lucca,1.84,
Elvis Kabashi,1.77,Albania
Carlo Pinsoglio,1.94,Italy
Achraf Lazaar,1.84,Morocco
Lucas Souza,1.86,
Ivan Vargic,1.92,Croatia
Nicolò Fazzi,1.83,
Antonio Palumbo,1.82,
Everton Luiz,1.73,
André Carrillo,1.8,Peru
Ramon Zomer,1.84,Netherlands
Youness Mokhtar,1.77,Morocco
Vito van Crooij,1.85,
Bibras Natcho,1.75,Israel
Igor Usminskiy,1.87,
Marco Aratore,1.77,Switzerland
Enej Jelenic,1.81,Slovenia
Jawad El Yamiq,1.9,Morocco
Kermit Erasmus,1.71,South Africa
Fraser Fyvie,1.7271999999999998,Scotland
Jordan Bowery,1.85,
Maurice Edu,1.8288,United States
Stephen Ward,1.8034,Republic of Ireland
Craig Cathcart,1.88,Northern Ireland
Slawomir Peszko,1.73,Poland
Clifford Aboagye,1.65,Ghana
Mamadou Bah,1.85,Guinea
Ilian Micanski,1.83,Bulgaria
Daniel Royer,1.75,Austria
Änis Ben-Hatira,1.81,Tunisia
Adrian Nikci,1.78,Switzerland
Jacques Zoua,1.86,Cameroon
Julian Koch,1.84,Germany
Geoffroy Serey Dié,1.79,Ivory Coast
Dusan Svento,1.78,Slovakia
Alexander Nübel,1.93,Germany
Ulisses Garcia,1.82,Switzerland
Patrick Banggaard,1.96,Denmark
Harmeet Singh,,Norway
Kasper Kusk,1.8,Denmark
Morten Thorsby,1.89,Norway
Sander van de Streek,1.8,
Leon Guwara,1.85,Germany
Xavier Mous,1.88,
Przemyslaw Kazmierczak,1.91,Poland
Felipe Pardo,1.78,Colombia
Crislan,1.86,
João Amaral,,
Bruno Duarte,1.79,Portugal
Hamdi Kasraoui,1.92,Tunisia
Josip Tadic,1.87,Croatia
Nicolas Fauvergue,1.93,
Mads Albaek,1.82,Denmark
Gabriel Cichero,1.86,Venezuela
Oswaldo Vizcarrondo,1.92,Venezuela
Jonathan Delaplace,1.67,
Nicolaj Thomsen,1.83,Denmark
Alexandre Mendy,1.84,
Timo Stavitski,1.8,Finland
Saad Agouzoul,1.91,Morocco
David Elm,1.91,
Adam Hammill,1.8,England
Steve Sidwell,1.79,England
Martin Jiranek,1.83,Czech Republic
Ryan Williams,1.7271999999999998,Australia
Jakob Haugaard,1.99,Denmark
Soufyan Ahannach,1.73,
Arafat Djako,1.77,Togo
Raïs M'Bolhi,1.9,Algeria
Siyanda Xulu,1.89,South Africa
Rudnei,1.88,
Takafumi Akahoshi,,
Michal Duris,1.83,Slovakia
Ionut Nedelcearu,1.9,Romania
Othman El Kabir,1.75,
Jon Gudni Fjóluson,1.92,Iceland
Anton Salétros,1.83,Sweden
Juan Pablo,1.73,Argentina
Alejandro Alfaro,1.73,Spain
Garry Rodrigues,1.72,Cape Verde
Foued Kadir,1.8,Algeria
Tito,,
Bruno González,1.84,
Cristian Melinte,1.83,Romania
Nicola Madonna,,
Stefano Sorrentino,1.86,
Gabriele Paonessa,1.72,Italy
Steve Beleck,1.8796,
Daniel Ciofani,1.92,
Rui Sampaio,1.86,
Ivan Kelava,1.95,Croatia
Antonio Vutov,1.78,Bulgaria
Mario Gargiulo,1.85,
Maxwell Acosty,1.78,
Samuel Gustafson,1.87,Sweden
Thomas Rodríguez,1.83,
Marco Pinato,1.75,Italy
Leandrinho,1.74,Brazil
Didier Ya Konan,1.74,Ivory Coast
Jan Rosenthal,1.85,Germany
Frank Demouge,1.9,Netherlands
Derk Boerrigter,1.88,
Género Zeefuik,1.8,Netherlands
Torgeir Börven,1.85,Norway
Sherel Floranus,1.85,Netherlands
Joey Veerman,1.86,
Pedro Rebocho,1.71,Portugal
Oumar Solet,1.92,France
Thomas Hitzlsperger,1.84,Germany
Djamel Mesbah,,Algeria
Michelangelo Albertazzi,1.87,Italy
Jed Steer,1.88,England
Sekou Oliseh,1.78,Liberia
Ergün Berisa,1.8,Turkey
Erton Fejzullahu,1.8,Kosovo
Curtis Good,1.87,Australia
Mario Gavranovic,1.75,Switzerland
Mensur Mujdza,1.85,Bosnia and Herzegovina
Zvonko Pamic,1.85,Croatia
Hendrick Zuck,1.76,
Vegar Eggen Hedenstad,1.78,Norway
Vadim Demidov,1.85,Norway
Muhammed Ildiz,1.77,Austria
Aristide Bancé,1.93,Burkina Faso
Tobias Mikkelsen,1.78,Denmark
Mathis Bolly,1.86,Ivory Coast
Stephan Schröck,1.7,Philippines
Omar Elabdellaoui,1.79,Norway
Torsten Oehrl,1.92,Germany
Marvin Plattenhardt,1.81,Germany
Antonio Colak,1.88,Croatia
Marko Maric,1.91,Croatia
Maurice Multhaup,1.73,Germany
Mario Vrancic,1.87,Bosnia and Herzegovina
Fabian Holland,1.8,Germany
Ramazan Özcan,1.88,Austria
Erik Thommy,1.74,
Pavao Pervan,1.94,Austria
Suleiman Abdullahi,1.85,
Jonas Ivens,1.88,
Bart Buysse,1.78,Belgium
Emil Johansson,,
Robbin Ruiter,1.96,
Abiola Dauda,1.8,
Mimoun Mahi,1.81,Morocco
Jody Lukoki,1.73,DR Congo
Stijn Wuytens,1.83,Belgium
Mitchell te Vrede,1.91,
Hidde Jurjus,1.87,Netherlands
Vincent Vermeij,1.96,Netherlands
Mukhtar Ali,1.85,Saudi Arabia
Warner Hahn,1.98,Netherlands
Marko Kolar,1.85,Croatia
Júlio César,1.87,Brazil
Kevin Onyekachi Amuneke,1.79,Nigeria
Dejan Skolnik,1.72,Croatia
Mahamadou N'Diaye,1.85,Mali
Marcelo Toscano,1.84,
Josué,1.74,Portugal
Moussa Maazou,1.86,Niger
Hany Mukhtar,1.73,Germany
Pedro Tiba,1.75,
Rafael Martins,1.75,
Stephen Eustáquio,1.78,Canada
Leonardo Acevedo,1.85,
Paolo Hurtado,1.74,Peru
Luiz Phellype,1.88,
Aylton Boa Morte,1.82,
Ricardo Costa,1.83,Portugal
Benjamin Angoua,1.83,Ivory Coast
Renaud Cohade,1.8,
Mathieu Valverde,1.85,
John Verhoek,1.88,
